MSE loss,Intra-group L1 loss,Total loss
2658.060546875,0.7786210775375366,1329.4195556640625
2867.93115234375,1.018315315246582,1434.4747314453125
3245.550537109375,6.94614839553833,1626.248291015625
2105.351318359375,1.9335196018218994,1053.6424560546875
3004.0439453125,2.643831253051758,1503.3438720703125
2856.761474609375,0.08185887336730957,1428.421630859375
2677.00390625,3.628237247467041,1340.3160400390625
2098.532958984375,1.0446562767028809,1049.788818359375
2866.89013671875,13.791872024536133,1440.341064453125
2355.07666015625,2.2207775115966797,1178.648681640625
1786.107421875,0.979454517364502,893.54345703125
1915.989990234375,13.411422729492188,964.70068359375
2151.643798828125,30.323719024658203,1090.9837646484375
1654.63037109375,2.846280097961426,828.7383422851562
1818.93505859375,1.0901899337768555,910.0126342773438
1771.037109375,0.9949874877929688,886.0160522460938
1151.044189453125,11.655359268188477,581.3497924804688
1407.18798828125,3.4518346786499023,705.3198852539062
1925.97314453125,0.026742935180664062,962.9999389648438
1613.8092041015625,1.9616127014160156,807.8854370117188
1080.522705078125,7.111476898193359,543.8170776367188
1196.6590576171875,39.372093200683594,618.0155639648438
1401.8990478515625,0.00569915771484375,700.952392578125
869.2544555664062,12.048507690429688,440.6514892578125
655.7802734375,2.393911361694336,329.08709716796875
541.1796875,17.673505783081055,279.4266052246094
976.4776000976562,2.0124969482421875,489.24505615234375
771.1857299804688,0.0042095184326171875,385.594970703125
542.1968994140625,0.04773712158203125,271.122314453125
475.06085205078125,4.492422103881836,239.77664184570312
519.605712890625,4.673641204833984,262.1396789550781
510.2321472167969,8.091804504394531,259.1619873046875
332.7872009277344,19.693981170654297,176.24058532714844
499.520263671875,15.552879333496094,257.53656005859375
237.29107666015625,1.9952316284179688,119.64315795898438
133.88192749023438,10.733619689941406,72.30776977539062
201.78341674804688,1.3212432861328125,101.55233001708984
142.91436767578125,4.2426300048828125,73.57849884033203
52.7934684753418,0.035907745361328125,26.414688110351562
47.764686584472656,11.535137176513672,29.649911880493164
256.0226745605469,15.977027893066406,135.99984741210938
69.26316833496094,0.14534759521484375,34.70425796508789
97.67039489746094,3.754344940185547,50.712371826171875
451.1248474121094,6.332359313964844,228.72860717773438
105.08425903320312,2.9096908569335938,53.99697494506836
62.745155334472656,4.752933502197266,33.749046325683594
369.60394287109375,6.138362884521484,187.87115478515625
181.28359985351562,6.761623382568359,94.02261352539062
129.7271728515625,3.626087188720703,66.67662811279297
212.6732940673828,7.338718414306641,110.0060043334961
169.69894409179688,9.167789459228516,89.43336486816406
212.52267456054688,7.164394378662109,109.84353637695312
281.4996032714844,2.167205810546875,141.83340454101562
222.99575805664062,3.688396453857422,113.34207916259766
196.2382049560547,4.630336761474609,100.43427276611328
228.77330017089844,5.481075286865234,117.12718963623047
221.57936096191406,8.760490417480469,115.169921875
161.3006591796875,5.533809661865234,83.417236328125
40.559810638427734,30.730052947998047,35.64493179321289
151.62997436523438,9.211490631103516,80.42073059082031
168.59149169921875,0.616973876953125,84.60423278808594
320.0748596191406,5.826210021972656,162.95053100585938
40.79802703857422,0.15068435668945312,20.474355697631836
82.98078918457031,1.7936325073242188,42.387210845947266
86.755615234375,0.56378173828125,43.659698486328125
131.80844116210938,4.704196929931641,68.25631713867188
182.2791748046875,5.705684661865234,93.992431640625
176.26425170898438,1.8639755249023438,89.06411743164062
343.81500244140625,19.752117156982422,181.78355407714844
321.563720703125,0.2853736877441406,160.92454528808594
89.22184753417969,5.5221099853515625,47.371978759765625
235.23074340820312,24.864974975585938,130.0478515625
54.14113998413086,7.203441619873047,30.672290802001953
98.94805145263672,27.559429168701172,63.25373840332031
217.80712890625,2.2911224365234375,110.04912567138672
385.6251220703125,13.195178985595703,199.41015625
92.95316314697266,3.4030227661132812,48.17809295654297
201.94818115234375,6.765460968017578,104.35681915283203
113.31354522705078,0.06904983520507812,56.69129943847656
